DDInter_ID,DDInter_name,DrugBank_ID,PrimeKG_name,PrimeKG_node,mapping_method,mapping_confidence_category
DDInter962,Iopanoic acid,,,,none,unmapped
DDInter963,Iopodic acid,,,,none,unmapped
DDInter964,Iopromide,DB09156,Iopromide,9589,exact normalized-name fallback,exact-name match
DDInter965,Iothalamic acid,DB09133,Iothalamic acid,9585,exact normalized-name fallback,exact-name match
DDInter966,Ioversol,DB09134,Ioversol,9586,exact normalized-name fallback,exact-name match
DDInter967,Ioxilan,DB09135,Ioxilan,9587,exact normalized-name fallback,exact-name match
DDInter968,Ipecac,DB13293,Ipecac,4039,exact normalized-name fallback,exact-name match
DDInter969,Ipilimumab,DB06186,Ipilimumab,6774,exact normalized-name fallback,exact-name match
DDInter97,Anidulafungin,DB00362,Anidulafungin,9216,exact normalized-name fallback,exact-name match
DDInter970,Ipratropium,DB00332,Ipratropium,2942,exact normalized-name fallback,exact-name match
DDInter971,Ipratropium (nasal),,,,none,unmapped
DDInter972,Irbesartan,DB01029,Irbesartan,3065,exact normalized-name fallback,exact-name match
DDInter973,Irinotecan,DB00762,Irinotecan,3014,exact normalized-name fallback,exact-name match
DDInter974,Irinotecan (liposomal),,,,none,unmapped
DDInter975,Iron,DB01592,Iron,5124,exact normalized-name fallback,exact-name match
DDInter976,Iron Dextran,DB00893,Iron Dextran,2897,exact normalized-name fallback,exact-name match
DDInter977,Iron protein succinylate,,,,none,unmapped
DDInter978,Iron sucrose,DB09146,Iron sucrose,9322,exact normalized-name fallback,exact-name match
DDInter979,Isatuximab,DB14811,Isatuximab,8942,exact normalized-name fallback,exact-name match
DDInter98,Anisindione,,,,none,unmapped
DDInter980,Isavuconazonium,DB06636,Isavuconazonium,4356,exact normalized-name fallback,exact-name match
DDInter981,Isocarboxazid,DB01247,Isocarboxazid,8005,exact normalized-name fallback,exact-name match
DDInter982,Isoetharine,DB00221,Isoetharine,5312,exact normalized-name fallback,exact-name match
DDInter983,Isoflurane,DB00753,Isoflurane,3011,exact normalized-name fallback,exact-name match
DDInter984,Isoflurophate (ophthalmic),,,,none,unmapped
DDInter985,Isometheptene,DB06706,Isometheptene,5140,exact normalized-name fallback,exact-name match
DDInter986,Isoniazid,DB00951,Isoniazid,3050,exact normalized-name fallback,exact-name match
DDInter987,Isoprenaline,DB01064,Isoprenaline,4651,exact normalized-name fallback,exact-name match
DDInter988,Isosorbide,DB09401,Isosorbide,5502,exact normalized-name fallback,exact-name match
DDInter989,Isosorbide dinitrate,DB00883,Isosorbide dinitrate,4604,exact normalized-name fallback,exact-name match
DDInter99,Anistreplase,DB00029,Anistreplase,5374,exact normalized-name fallback,exact-name match
DDInter990,Isosorbide mononitrate,DB01020,Isosorbide mononitrate,3371,exact normalized-name fallback,exact-name match
DDInter991,Isotretinoin,DB00982,Isotretinoin,3054,exact normalized-name fallback,exact-name match
DDInter992,Isoxsuprine,DB08941,Isoxsuprine,9270,exact normalized-name fallback,exact-name match
DDInter993,Isradipine,DB00270,Isradipine,4209,exact normalized-name fallback,exact-name match
DDInter994,Istradefylline,DB11757,Istradefylline,3235,exact normalized-name fallback,exact-name match
DDInter995,Itraconazole,DB01167,Itraconazole,3775,exact normalized-name fallback,exact-name match
DDInter996,Ivabradine,DB09083,Ivabradine,4398,exact normalized-name fallback,exact-name match
DDInter997,Ivacaftor,DB08820,Ivacaftor,3183,exact normalized-name fallback,exact-name match
DDInter998,Ivermectin,DB00602,Ivermectin,4233,exact normalized-name fallback,exact-name match
DDInter999,Ivermectin (topical),,,,none,unmapped
